MotionWatch8 Data Export
Subject ID: anonymized-example-01
Raw data:,,
Date,Time,Activity
2017-07-08,19:55:30,90
2017-07-08,19:56:00,139
2017-07-08,19:56:30,47
2017-07-08,19:57:00,137
2017-07-08,19:57:30,190
2017-07-08,19:58:00,172
2017-07-08,19:58:30,0
2017-07-08,19:59:00,0
2017-07-08,19:59:30,0
2017-07-08,20:00:00,0
2017-07-08,20:00:30,0
2017-07-08,20:01:00,243
2017-07-08,20:01:30,134
2017-07-08,20:02:00,222
2017-07-08,20:02:30,77
2017-07-08,20:03:00,110
2017-07-08,20:03:30,0
2017-07-08,20:04:00,0
2017-07-08,20:04:30,0
2017-07-08,20:05:00,57
2017-07-08,20:05:30,479
2017-07-08,20:06:00,39
2017-07-08,20:06:30,81
2017-07-08,20:07:00,36
2017-07-08,20:07:30,49
2017-07-08,20:08:00,77
2017-07-08,20:08:30,24
2017-07-08,20:09:00,29
2017-07-08,20:09:30,6
2017-07-08,20:10:00,14
2017-07-08,20:10:30,114
2017-07-08,20:11:00,165
2017-07-08,20:11:30,0
2017-07-08,20:12:00,79
2017-07-08,20:12:30,238
2017-07-08,20:13:00,0
2017-07-08,20:13:30,0
2017-07-08,20:14:00,210
2017-07-08,20:14:30,133
2017-07-08,20:15:00,0
2017-07-08,20:15:30,0
2017-07-08,20:16:00,0
2017-07-08,20:16:30,346
2017-07-08,20:17:00,128
2017-07-08,20:17:30,284
2017-07-08,20:18:00,318
2017-07-08,20:18:30,163
2017-07-08,20:19:00,246
2017-07-08,20:19:30,343
2017-07-08,20:20:00,99
2017-07-08,20:20:30,0
2017-07-08,20:21:00,0
2017-07-08,20:21:30,305
2017-07-08,20:22:00,98
2017-07-08,20:22:30,9
2017-07-08,20:23:00,109
2017-07-08,20:23:30,0
2017-07-08,20:24:00,0
2017-07-08,20:24:30,158
2017-07-08,20:25:00,129
2017-07-08,20:25:30,184
2017-07-08,20:26:00,234
2017-07-08,20:26:30,55
2017-07-08,20:27:00,21
2017-07-08,20:27:30,26
2017-07-08,20:28:00,268
2017-07-08,20:28:30,698
2017-07-08,20:29:00,588
2017-07-08,20:29:30,904
2017-07-08,20:30:00,636
2017-07-08,20:30:30,693
2017-07-08,20:31:00,694
2017-07-08,20:31:30,757
2017-07-08,20:32:00,744
2017-07-08,20:32:30,752
2017-07-08,20:33:00,640
2017-07-08,20:33:30,382
2017-07-08,20:34:00,183
2017-07-08,20:34:30,148
2017-07-08,20:35:00,295
2017-07-08,20:35:30,358
2017-07-08,20:36:00,498
2017-07-08,20:36:30,319
2017-07-08,20:37:00,481
2017-07-08,20:37:30,249
2017-07-08,20:38:00,391
2017-07-08,20:38:30,630
2017-07-08,20:39:00,642
2017-07-08,20:39:30,706
2017-07-08,20:40:00,234
2017-07-08,20:40:30,372
2017-07-08,20:41:00,511
2017-07-08,20:41:30,346
2017-07-08,20:42:00,389
2017-07-08,20:42:30,532
2017-07-08,20:43:00,153
2017-07-08,20:43:30,321
2017-07-08,20:44:00,135
2017-07-08,20:44:30,123
2017-07-08,20:45:00,218
2017-07-08,20:45:30,387
2017-07-08,20:46:00,202
2017-07-08,20:46:30,466
2017-07-08,20:47:00,440
2017-07-08,20:47:30,124
2017-07-08,20:48:00,436
2017-07-08,20:48:30,606
2017-07-08,20:49:00,582
2017-07-08,20:49:30,302
2017-07-08,20:50:00,0
2017-07-08,20:50:30,14
2017-07-08,20:51:00,0
2017-07-08,20:51:30,0
2017-07-08,20:52:00,0
2017-07-08,20:52:30,0
2017-07-08,20:53:00,0
2017-07-08,20:53:30,0
2017-07-08,20:54:00,0
2017-07-08,20:54:30,0
2017-07-08,20:55:00,0
2017-07-08,20:55:30,0
2017-07-08,20:56:00,0
2017-07-08,20:56:30,0
2017-07-08,20:57:00,0
2017-07-08,20:57:30,0
2017-07-08,20:58:00,0
2017-07-08,20:58:30,0
2017-07-08,20:59:00,746
2017-07-08,20:59:30,399
2017-07-08,21:00:00,302
2017-07-08,21:00:30,1504
2017-07-08,21:01:00,350
2017-07-08,21:01:30,36
2017-07-08,21:02:00,402
2017-07-08,21:02:30,1106
2017-07-08,21:03:00,45
2017-07-08,21:03:30,134
2017-07-08,21:04:00,318
2017-07-08,21:04:30,17
2017-07-08,21:05:00,205
2017-07-08,21:05:30,176
2017-07-08,21:06:00,18
2017-07-08,21:06:30,164
2017-07-08,21:07:00,51
2017-07-08,21:07:30,322
2017-07-08,21:08:00,114
2017-07-08,21:08:30,135
2017-07-08,21:09:00,32
2017-07-08,21:09:30,16
2017-07-08,21:10:00,169
2017-07-08,21:10:30,13
2017-07-08,21:11:00,205
2017-07-08,21:11:30,79
2017-07-08,21:12:00,135
2017-07-08,21:12:30,277
2017-07-08,21:13:00,190
2017-07-08,21:13:30,274
2017-07-08,21:14:00,85
2017-07-08,21:14:30,4
2017-07-08,21:15:00,356
2017-07-08,21:15:30,73
2017-07-08,21:16:00,121
2017-07-08,21:16:30,0
2017-07-08,21:17:00,125
2017-07-08,21:17:30,227
2017-07-08,21:18:00,203
2017-07-08,21:18:30,129
2017-07-08,21:19:00,164
2017-07-08,21:19:30,73
2017-07-08,21:20:00,164
2017-07-08,21:20:30,91
2017-07-08,21:21:00,11
2017-07-08,21:21:30,37
2017-07-08,21:22:00,443
2017-07-08,21:22:30,347
2017-07-08,21:23:00,445
2017-07-08,21:23:30,174
2017-07-08,21:24:00,181
2017-07-08,21:24:30,45
2017-07-08,21:25:00,52
2017-07-08,21:25:30,58
2017-07-08,21:26:00,253
2017-07-08,21:26:30,57
2017-07-08,21:27:00,95
2017-07-08,21:27:30,21
2017-07-08,21:28:00,20
2017-07-08,21:28:30,51
2017-07-08,21:29:00,99
2017-07-08,21:29:30,206
2017-07-08,21:30:00,106
2017-07-08,21:30:30,61
2017-07-08,21:31:00,134
2017-07-08,21:31:30,100
2017-07-08,21:32:00,53
2017-07-08,21:32:30,400
2017-07-08,21:33:00,142
2017-07-08,21:33:30,66
2017-07-08,21:34:00,4
2017-07-08,21:34:30,28
2017-07-08,21:35:00,4
2017-07-08,21:35:30,117
2017-07-08,21:36:00,74
2017-07-08,21:36:30,122
2017-07-08,21:37:00,81
2017-07-08,21:37:30,91
2017-07-08,21:38:00,8
2017-07-08,21:38:30,114
2017-07-08,21:39:00,131
2017-07-08,21:39:30,45
2017-07-08,21:40:00,22
2017-07-08,21:40:30,104
2017-07-08,21:41:00,67
2017-07-08,21:41:30,178
2017-07-08,21:42:00,40
2017-07-08,21:42:30,170
2017-07-08,21:43:00,48
2017-07-08,21:43:30,35
2017-07-08,21:44:00,55
2017-07-08,21:44:30,21
2017-07-08,21:45:00,97
2017-07-08,21:45:30,93
2017-07-08,21:46:00,31
2017-07-08,21:46:30,125
2017-07-08,21:47:00,162
2017-07-08,21:47:30,92
2017-07-08,21:48:00,58
2017-07-08,21:48:30,52
2017-07-08,21:49:00,390
2017-07-08,21:49:30,120
2017-07-08,21:50:00,0
2017-07-08,21:50:30,56
2017-07-08,21:51:00,112
2017-07-08,21:51:30,0
2017-07-08,21:52:00,186
2017-07-08,21:52:30,39
2017-07-08,21:53:00,240
2017-07-08,21:53:30,51
2017-07-08,21:54:00,21
2017-07-08,21:54:30,191
2017-07-08,21:55:00,549
2017-07-08,21:55:30,121
2017-07-08,21:56:00,169
2017-07-08,21:56:30,12
2017-07-08,21:57:00,27
2017-07-08,21:57:30,154
2017-07-08,21:58:00,168
2017-07-08,21:58:30,405
2017-07-08,21:59:00,141
2017-07-08,21:59:30,81
2017-07-08,22:00:00,59
2017-07-08,22:00:30,145
2017-07-08,22:01:00,250
2017-07-08,22:01:30,68
2017-07-08,22:02:00,0
2017-07-08,22:02:30,24
2017-07-08,22:03:00,32
2017-07-08,22:03:30,87
2017-07-08,22:04:00,131
2017-07-08,22:04:30,189
2017-07-08,22:05:00,538
2017-07-08,22:05:30,736
2017-07-08,22:06:00,532
2017-07-08,22:06:30,246
2017-07-08,22:07:00,230
2017-07-08,22:07:30,15
2017-07-08,22:08:00,90
2017-07-08,22:08:30,76
2017-07-08,22:09:00,96
2017-07-08,22:09:30,22
2017-07-08,22:10:00,0
2017-07-08,22:10:30,116
2017-07-08,22:11:00,630
2017-07-08,22:11:30,526
2017-07-08,22:12:00,1177
2017-07-08,22:12:30,804
2017-07-08,22:13:00,387
2017-07-08,22:13:30,123
2017-07-08,22:14:00,0
2017-07-08,22:14:30,0
2017-07-08,22:15:00,0
2017-07-08,22:15:30,897
2017-07-08,22:16:00,627
2017-07-08,22:16:30,75
2017-07-08,22:17:00,144
2017-07-08,22:17:30,0
2017-07-08,22:18:00,635
2017-07-08,22:18:30,431
2017-07-08,22:19:00,662
2017-07-08,22:19:30,324
2017-07-08,22:20:00,317
2017-07-08,22:20:30,432
2017-07-08,22:21:00,621
2017-07-08,22:21:30,282
2017-07-08,22:22:00,60
2017-07-08,22:22:30,51
2017-07-08,22:23:00,168
2017-07-08,22:23:30,87
2017-07-08,22:24:00,196
2017-07-08,22:24:30,388
2017-07-08,22:25:00,35
2017-07-08,22:25:30,80
2017-07-08,22:26:00,4
2017-07-08,22:26:30,58
2017-07-08,22:27:00,0
2017-07-08,22:27:30,270
2017-07-08,22:28:00,0
2017-07-08,22:28:30,0
2017-07-08,22:29:00,0
2017-07-08,22:29:30,4
2017-07-08,22:30:00,26
2017-07-08,22:30:30,11
2017-07-08,22:31:00,75
2017-07-08,22:31:30,175
2017-07-08,22:32:00,48
2017-07-08,22:32:30,0
2017-07-08,22:33:00,0
2017-07-08,22:33:30,0
2017-07-08,22:34:00,6
2017-07-08,22:34:30,0
2017-07-08,22:35:00,0
2017-07-08,22:35:30,66
2017-07-08,22:36:00,0
2017-07-08,22:36:30,70
2017-07-08,22:37:00,0
2017-07-08,22:37:30,25
2017-07-08,22:38:00,0
2017-07-08,22:38:30,0
2017-07-08,22:39:00,0
2017-07-08,22:39:30,31
2017-07-08,22:40:00,104
2017-07-08,22:40:30,0
2017-07-08,22:41:00,10
2017-07-08,22:41:30,0
2017-07-08,22:42:00,0
2017-07-08,22:42:30,0
2017-07-08,22:43:00,0
2017-07-08,22:43:30,84
2017-07-08,22:44:00,90
2017-07-08,22:44:30,124
2017-07-08,22:45:00,0
2017-07-08,22:45:30,0
2017-07-08,22:46:00,0
2017-07-08,22:46:30,0
2017-07-08,22:47:00,0
2017-07-08,22:47:30,0
2017-07-08,22:48:00,0
2017-07-08,22:48:30,96
2017-07-08,22:49:00,0
2017-07-08,22:49:30,0
2017-07-08,22:50:00,0
2017-07-08,22:50:30,73
2017-07-08,22:51:00,20
2017-07-08,22:51:30,274
2017-07-08,22:52:00,215
2017-07-08,22:52:30,422
2017-07-08,22:53:00,172
2017-07-08,22:53:30,548
2017-07-08,22:54:00,221
2017-07-08,22:54:30,502
2017-07-08,22:55:00,228
2017-07-08,22:55:30,173
2017-07-08,22:56:00,18
2017-07-08,22:56:30,118
2017-07-08,22:57:00,428
2017-07-08,22:57:30,332
2017-07-08,22:58:00,16
2017-07-08,22:58:30,342
2017-07-08,22:59:00,528
2017-07-08,22:59:30,717
2017-07-08,23:00:00,728
2017-07-08,23:00:30,486
2017-07-08,23:01:00,327
2017-07-08,23:01:30,532
2017-07-08,23:02:00,465
2017-07-08,23:02:30,451
2017-07-08,23:03:00,69
2017-07-08,23:03:30,202
2017-07-08,23:04:00,228
2017-07-08,23:04:30,305
2017-07-08,23:05:00,291
2017-07-08,23:05:30,98
2017-07-08,23:06:00,231
2017-07-08,23:06:30,576
2017-07-08,23:07:00,330
2017-07-08,23:07:30,66
2017-07-08,23:08:00,264
2017-07-08,23:08:30,391
2017-07-08,23:09:00,264
2017-07-08,23:09:30,130
2017-07-08,23:10:00,378
2017-07-08,23:10:30,615
2017-07-08,23:11:00,267
2017-07-08,23:11:30,196
2017-07-08,23:12:00,316
2017-07-08,23:12:30,350
2017-07-08,23:13:00,332
2017-07-08,23:13:30,295
2017-07-08,23:14:00,75
2017-07-08,23:14:30,113
2017-07-08,23:15:00,19
2017-07-08,23:15:30,0
2017-07-08,23:16:00,60
2017-07-08,23:16:30,920
2017-07-08,23:17:00,80
2017-07-08,23:17:30,160
2017-07-08,23:18:00,113
2017-07-08,23:18:30,68
2017-07-08,23:19:00,0
2017-07-08,23:19:30,0
2017-07-08,23:20:00,0
2017-07-08,23:20:30,0
2017-07-08,23:21:00,4
2017-07-08,23:21:30,16
2017-07-08,23:22:00,0
2017-07-08,23:22:30,0
2017-07-08,23:23:00,0
2017-07-08,23:23:30,0
2017-07-08,23:24:00,0
2017-07-08,23:24:30,0
2017-07-08,23:25:00,0
2017-07-08,23:25:30,0
2017-07-08,23:26:00,0
2017-07-08,23:26:30,0
2017-07-08,23:27:00,0
2017-07-08,23:27:30,0
2017-07-08,23:28:00,151
2017-07-08,23:28:30,0
2017-07-08,23:29:00,0
2017-07-08,23:29:30,0
2017-07-08,23:30:00,0
2017-07-08,23:30:30,4
2017-07-08,23:31:00,5
2017-07-08,23:31:30,4
2017-07-08,23:32:00,0
2017-07-08,23:32:30,0
2017-07-08,23:33:00,26
2017-07-08,23:33:30,0
2017-07-08,23:34:00,16
2017-07-08,23:34:30,7
2017-07-08,23:35:00,0
2017-07-08,23:35:30,117
2017-07-08,23:36:00,0
2017-07-08,23:36:30,0
2017-07-08,23:37:00,6
2017-07-08,23:37:30,169
2017-07-08,23:38:00,0
2017-07-08,23:38:30,0
2017-07-08,23:39:00,4
2017-07-08,23:39:30,26
2017-07-08,23:40:00,0
2017-07-08,23:40:30,0
2017-07-08,23:41:00,0
2017-07-08,23:41:30,0
2017-07-08,23:42:00,0
2017-07-08,23:42:30,48
2017-07-08,23:43:00,0
2017-07-08,23:43:30,0
2017-07-08,23:44:00,7
2017-07-08,23:44:30,0
2017-07-08,23:45:00,0
2017-07-08,23:45:30,0
2017-07-08,23:46:00,0
2017-07-08,23:46:30,0
2017-07-08,23:47:00,0
2017-07-08,23:47:30,0
2017-07-08,23:48:00,0
2017-07-08,23:48:30,0
2017-07-08,23:49:00,0
2017-07-08,23:49:30,0
2017-07-08,23:50:00,0
2017-07-08,23:50:30,97
2017-07-08,23:51:00,56
2017-07-08,23:51:30,80
2017-07-08,23:52:00,174
2017-07-08,23:52:30,0
2017-07-08,23:53:00,0
2017-07-08,23:53:30,5
2017-07-08,23:54:00,304
2017-07-08,23:54:30,104
2017-07-08,23:55:00,75
2017-07-08,23:55:30,0
2017-07-08,23:56:00,0
2017-07-08,23:56:30,12
2017-07-08,23:57:00,0
2017-07-08,23:57:30,0
2017-07-08,23:58:00,337
2017-07-08,23:58:30,33
2017-07-08,23:59:00,316
2017-07-08,23:59:30,142
2017-07-09,00:00:00,0
2017-07-09,00:00:30,22
2017-07-09,00:01:00,0
2017-07-09,00:01:30,0
2017-07-09,00:02:00,0
2017-07-09,00:02:30,0
2017-07-09,00:03:00,0
2017-07-09,00:03:30,0
2017-07-09,00:04:00,0
2017-07-09,00:04:30,205
2017-07-09,00:05:00,0
2017-07-09,00:05:30,0
2017-07-09,00:06:00,0
2017-07-09,00:06:30,0
2017-07-09,00:07:00,0
2017-07-09,00:07:30,0
2017-07-09,00:08:00,5
2017-07-09,00:08:30,0
2017-07-09,00:09:00,0
2017-07-09,00:09:30,0
2017-07-09,00:10:00,0
2017-07-09,00:10:30,0
2017-07-09,00:11:00,0
2017-07-09,00:11:30,0
2017-07-09,00:12:00,0
2017-07-09,00:12:30,9
2017-07-09,00:13:00,6
2017-07-09,00:13:30,95
2017-07-09,00:14:00,0
2017-07-09,00:14:30,0
2017-07-09,00:15:00,0
2017-07-09,00:15:30,0
2017-07-09,00:16:00,0
2017-07-09,00:16:30,0
2017-07-09,00:17:00,0
2017-07-09,00:17:30,0
2017-07-09,00:18:00,0
2017-07-09,00:18:30,0
2017-07-09,00:19:00,0
2017-07-09,00:19:30,0
2017-07-09,00:20:00,0
2017-07-09,00:20:30,0
2017-07-09,00:21:00,0
2017-07-09,00:21:30,0
2017-07-09,00:22:00,0
2017-07-09,00:22:30,0
2017-07-09,00:23:00,0
2017-07-09,00:23:30,0
2017-07-09,00:24:00,0
2017-07-09,00:24:30,0
2017-07-09,00:25:00,0
2017-07-09,00:25:30,8
2017-07-09,00:26:00,0
2017-07-09,00:26:30,5
2017-07-09,00:27:00,0
2017-07-09,00:27:30,0
2017-07-09,00:28:00,0
2017-07-09,00:28:30,0
2017-07-09,00:29:00,11
2017-07-09,00:29:30,0
2017-07-09,00:30:00,0
2017-07-09,00:30:30,0
2017-07-09,00:31:00,18
2017-07-09,00:31:30,0
2017-07-09,00:32:00,0
2017-07-09,00:32:30,0
2017-07-09,00:33:00,0
2017-07-09,00:33:30,0
2017-07-09,00:34:00,0
2017-07-09,00:34:30,0
2017-07-09,00:35:00,0
2017-07-09,00:35:30,0
2017-07-09,00:36:00,0
2017-07-09,00:36:30,0
2017-07-09,00:37:00,0
2017-07-09,00:37:30,0
2017-07-09,00:38:00,0
2017-07-09,00:38:30,0
2017-07-09,00:39:00,0
2017-07-09,00:39:30,0
2017-07-09,00:40:00,6
2017-07-09,00:40:30,0
2017-07-09,00:41:00,0
2017-07-09,00:41:30,0
2017-07-09,00:42:00,0
2017-07-09,00:42:30,0
2017-07-09,00:43:00,0
2017-07-09,00:43:30,0
2017-07-09,00:44:00,0
2017-07-09,00:44:30,0
2017-07-09,00:45:00,0
2017-07-09,00:45:30,0
2017-07-09,00:46:00,0
2017-07-09,00:46:30,0
2017-07-09,00:47:00,0
2017-07-09,00:47:30,0
2017-07-09,00:48:00,0
2017-07-09,00:48:30,0
2017-07-09,00:49:00,0
2017-07-09,00:49:30,238
2017-07-09,00:50:00,19
2017-07-09,00:50:30,0
2017-07-09,00:51:00,0
2017-07-09,00:51:30,0
2017-07-09,00:52:00,0
2017-07-09,00:52:30,0
2017-07-09,00:53:00,0
2017-07-09,00:53:30,0
2017-07-09,00:54:00,178
2017-07-09,00:54:30,0
2017-07-09,00:55:00,0
2017-07-09,00:55:30,0
2017-07-09,00:56:00,0
2017-07-09,00:56:30,0
2017-07-09,00:57:00,0
2017-07-09,00:57:30,28
2017-07-09,00:58:00,0
2017-07-09,00:58:30,0
2017-07-09,00:59:00,0
2017-07-09,00:59:30,0
2017-07-09,01:00:00,0
2017-07-09,01:00:30,0
2017-07-09,01:01:00,60
2017-07-09,01:01:30,0
2017-07-09,01:02:00,0
2017-07-09,01:02:30,0
2017-07-09,01:03:00,0
2017-07-09,01:03:30,0
2017-07-09,01:04:00,0
2017-07-09,01:04:30,0
2017-07-09,01:05:00,0
2017-07-09,01:05:30,13
2017-07-09,01:06:00,0
2017-07-09,01:06:30,97
2017-07-09,01:07:00,0
2017-07-09,01:07:30,0
2017-07-09,01:08:00,0
2017-07-09,01:08:30,0
2017-07-09,01:09:00,0
2017-07-09,01:09:30,7
2017-07-09,01:10:00,0
2017-07-09,01:10:30,0
2017-07-09,01:11:00,0
2017-07-09,01:11:30,0
2017-07-09,01:12:00,0
2017-07-09,01:12:30,0
2017-07-09,01:13:00,0
2017-07-09,01:13:30,0
2017-07-09,01:14:00,0
2017-07-09,01:14:30,0
2017-07-09,01:15:00,0
2017-07-09,01:15:30,0
2017-07-09,01:16:00,62
2017-07-09,01:16:30,0
2017-07-09,01:17:00,276
2017-07-09,01:17:30,0
2017-07-09,01:18:00,0
2017-07-09,01:18:30,0
2017-07-09,01:19:00,0
2017-07-09,01:19:30,0
2017-07-09,01:20:00,6
2017-07-09,01:20:30,0
2017-07-09,01:21:00,0
2017-07-09,01:21:30,0
2017-07-09,01:22:00,0
2017-07-09,01:22:30,0
2017-07-09,01:23:00,0
2017-07-09,01:23:30,157
2017-07-09,01:24:00,0
2017-07-09,01:24:30,0
2017-07-09,01:25:00,7
2017-07-09,01:25:30,0
2017-07-09,01:26:00,58
2017-07-09,01:26:30,15
2017-07-09,01:27:00,8
2017-07-09,01:27:30,9
2017-07-09,01:28:00,208
2017-07-09,01:28:30,37
2017-07-09,01:29:00,0
2017-07-09,01:29:30,0
2017-07-09,01:30:00,0
2017-07-09,01:30:30,0
2017-07-09,01:31:00,0
2017-07-09,01:31:30,41
2017-07-09,01:32:00,95
2017-07-09,01:32:30,79
2017-07-09,01:33:00,0
2017-07-09,01:33:30,171
2017-07-09,01:34:00,0
2017-07-09,01:34:30,0
2017-07-09,01:35:00,16
2017-07-09,01:35:30,0
2017-07-09,01:36:00,0
2017-07-09,01:36:30,0
2017-07-09,01:37:00,0
2017-07-09,01:37:30,0
2017-07-09,01:38:00,0
2017-07-09,01:38:30,15
2017-07-09,01:39:00,18
2017-07-09,01:39:30,95
2017-07-09,01:40:00,0
2017-07-09,01:40:30,0
2017-07-09,01:41:00,0
2017-07-09,01:41:30,50
2017-07-09,01:42:00,0
2017-07-09,01:42:30,6
2017-07-09,01:43:00,0
2017-07-09,01:43:30,0
2017-07-09,01:44:00,0
2017-07-09,01:44:30,0
2017-07-09,01:45:00,0
2017-07-09,01:45:30,0
2017-07-09,01:46:00,203
2017-07-09,01:46:30,0
2017-07-09,01:47:00,0
2017-07-09,01:47:30,0
2017-07-09,01:48:00,0
2017-07-09,01:48:30,0
2017-07-09,01:49:00,0
2017-07-09,01:49:30,0
2017-07-09,01:50:00,0
2017-07-09,01:50:30,0
2017-07-09,01:51:00,0
2017-07-09,01:51:30,0
2017-07-09,01:52:00,0
2017-07-09,01:52:30,98
2017-07-09,01:53:00,21
2017-07-09,01:53:30,0
2017-07-09,01:54:00,0
2017-07-09,01:54:30,68
2017-07-09,01:55:00,7
2017-07-09,01:55:30,108
2017-07-09,01:56:00,4
2017-07-09,01:56:30,0
2017-07-09,01:57:00,0
2017-07-09,01:57:30,0
2017-07-09,01:58:00,0
2017-07-09,01:58:30,0
2017-07-09,01:59:00,0
2017-07-09,01:59:30,91
2017-07-09,02:00:00,0
2017-07-09,02:00:30,0
2017-07-09,02:01:00,0
2017-07-09,02:01:30,21
2017-07-09,02:02:00,0
2017-07-09,02:02:30,0
2017-07-09,02:03:00,0
2017-07-09,02:03:30,0
2017-07-09,02:04:00,0
2017-07-09,02:04:30,0
2017-07-09,02:05:00,0
2017-07-09,02:05:30,0
2017-07-09,02:06:00,0
2017-07-09,02:06:30,0
2017-07-09,02:07:00,0
2017-07-09,02:07:30,0
2017-07-09,02:08:00,0
2017-07-09,02:08:30,0
2017-07-09,02:09:00,13
2017-07-09,02:09:30,63
2017-07-09,02:10:00,0
2017-07-09,02:10:30,0
2017-07-09,02:11:00,0
2017-07-09,02:11:30,0
2017-07-09,02:12:00,0
2017-07-09,02:12:30,0
2017-07-09,02:13:00,0
2017-07-09,02:13:30,0
2017-07-09,02:14:00,0
2017-07-09,02:14:30,0
2017-07-09,02:15:00,0
2017-07-09,02:15:30,0
2017-07-09,02:16:00,0
2017-07-09,02:16:30,0
2017-07-09,02:17:00,0
2017-07-09,02:17:30,0
2017-07-09,02:18:00,0
2017-07-09,02:18:30,0
2017-07-09,02:19:00,0
2017-07-09,02:19:30,0
2017-07-09,02:20:00,188
2017-07-09,02:20:30,0
2017-07-09,02:21:00,0
2017-07-09,02:21:30,0
2017-07-09,02:22:00,109
2017-07-09,02:22:30,232
2017-07-09,02:23:00,401
2017-07-09,02:23:30,220
2017-07-09,02:24:00,0
2017-07-09,02:24:30,0
2017-07-09,02:25:00,104
2017-07-09,02:25:30,0
2017-07-09,02:26:00,0
2017-07-09,02:26:30,70
2017-07-09,02:27:00,0
2017-07-09,02:27:30,29
2017-07-09,02:28:00,89
2017-07-09,02:28:30,67
2017-07-09,02:29:00,0
2017-07-09,02:29:30,0
2017-07-09,02:30:00,27
2017-07-09,02:30:30,0
2017-07-09,02:31:00,0
2017-07-09,02:31:30,0
2017-07-09,02:32:00,93
2017-07-09,02:32:30,0
2017-07-09,02:33:00,82
2017-07-09,02:33:30,0
2017-07-09,02:34:00,0
2017-07-09,02:34:30,244
2017-07-09,02:35:00,60
2017-07-09,02:35:30,0
2017-07-09,02:36:00,671
2017-07-09,02:36:30,25
2017-07-09,02:37:00,0
2017-07-09,02:37:30,0
2017-07-09,02:38:00,0
2017-07-09,02:38:30,0
2017-07-09,02:39:00,0
2017-07-09,02:39:30,0
2017-07-09,02:40:00,0
2017-07-09,02:40:30,0
2017-07-09,02:41:00,0
2017-07-09,02:41:30,0
2017-07-09,02:42:00,560
2017-07-09,02:42:30,148
2017-07-09,02:43:00,522
2017-07-09,02:43:30,0
2017-07-09,02:44:00,0
2017-07-09,02:44:30,262
2017-07-09,02:45:00,292
2017-07-09,02:45:30,5
2017-07-09,02:46:00,0
2017-07-09,02:46:30,0
2017-07-09,02:47:00,74
2017-07-09,02:47:30,0
2017-07-09,02:48:00,0
2017-07-09,02:48:30,0
2017-07-09,02:49:00,0
2017-07-09,02:49:30,0
2017-07-09,02:50:00,0
2017-07-09,02:50:30,0
2017-07-09,02:51:00,205
2017-07-09,02:51:30,0
2017-07-09,02:52:00,0
2017-07-09,02:52:30,0
2017-07-09,02:53:00,0
2017-07-09,02:53:30,0
2017-07-09,02:54:00,0
2017-07-09,02:54:30,175
2017-07-09,02:55:00,189
2017-07-09,02:55:30,111
2017-07-09,02:56:00,0
2017-07-09,02:56:30,0
2017-07-09,02:57:00,0
2017-07-09,02:57:30,0
2017-07-09,02:58:00,0
2017-07-09,02:58:30,111
2017-07-09,02:59:00,222
2017-07-09,02:59:30,140
2017-07-09,03:00:00,0
2017-07-09,03:00:30,207
2017-07-09,03:01:00,65
2017-07-09,03:01:30,414
2017-07-09,03:02:00,257
2017-07-09,03:02:30,0
2017-07-09,03:03:00,401
2017-07-09,03:03:30,182
2017-07-09,03:04:00,111
2017-07-09,03:04:30,0
2017-07-09,03:05:00,0
2017-07-09,03:05:30,142
2017-07-09,03:06:00,0
2017-07-09,03:06:30,0
2017-07-09,03:07:00,0
2017-07-09,03:07:30,116
2017-07-09,03:08:00,0
2017-07-09,03:08:30,0
2017-07-09,03:09:00,267
2017-07-09,03:09:30,25
2017-07-09,03:10:00,0
2017-07-09,03:10:30,114
2017-07-09,03:11:00,0
2017-07-09,03:11:30,77
2017-07-09,03:12:00,0
2017-07-09,03:12:30,0
2017-07-09,03:13:00,0
2017-07-09,03:13:30,10
2017-07-09,03:14:00,6
2017-07-09,03:14:30,6
2017-07-09,03:15:00,0
2017-07-09,03:15:30,0
2017-07-09,03:16:00,0
2017-07-09,03:16:30,0
2017-07-09,03:17:00,0
2017-07-09,03:17:30,0
2017-07-09,03:18:00,0
2017-07-09,03:18:30,0
2017-07-09,03:19:00,0
2017-07-09,03:19:30,72
2017-07-09,03:20:00,183
2017-07-09,03:20:30,0
2017-07-09,03:21:00,0
2017-07-09,03:21:30,24
2017-07-09,03:22:00,0
2017-07-09,03:22:30,0
2017-07-09,03:23:00,94
2017-07-09,03:23:30,0
2017-07-09,03:24:00,0
2017-07-09,03:24:30,0
2017-07-09,03:25:00,0
2017-07-09,03:25:30,0
2017-07-09,03:26:00,303
2017-07-09,03:26:30,0
2017-07-09,03:27:00,0
2017-07-09,03:27:30,0
2017-07-09,03:28:00,0
2017-07-09,03:28:30,0
2017-07-09,03:29:00,0
2017-07-09,03:29:30,0
2017-07-09,03:30:00,9
2017-07-09,03:30:30,0
2017-07-09,03:31:00,0
2017-07-09,03:31:30,0
2017-07-09,03:32:00,0
2017-07-09,03:32:30,268
2017-07-09,03:33:00,0
2017-07-09,03:33:30,4
2017-07-09,03:34:00,0
2017-07-09,03:34:30,0
2017-07-09,03:35:00,0
2017-07-09,03:35:30,0
2017-07-09,03:36:00,0
2017-07-09,03:36:30,0
2017-07-09,03:37:00,0
2017-07-09,03:37:30,0
2017-07-09,03:38:00,90
2017-07-09,03:38:30,35
2017-07-09,03:39:00,31
2017-07-09,03:39:30,54
2017-07-09,03:40:00,17
